46,"진료비 납부가 가능한 시간대는 언제인가요? 진료비 납부는 24시간 가능하며 각 시간대별로 아래와 같습니다.","
				
        진료비 납부는 24시간 가능하며 각 시간대별로 아래와 같습니다.


    진료비 납부가 시간표
    
        
            구?? 분
            시? 간? 대
            납 부 장 소
        
    
    
        
            ?평?? 일
            08:30 ~ 17:30
            17:30 ~ 19:00
            19시 이후
            ?우리은행 진료비 전용창구(5번)
            입원원무과 수납창구
            응급실 원무과
        
        
            ?토요일
            09:30 ~ 13:30
            13:30 ~ 17:30
            19시 이후
            ?
            ?우리은행 진료비 전용창구(5번)
            입원원무과 수납창구
            응급실 원무과
            ?
        
        
            ?일요일
            (공휴일)
            ?
            09:00 ~ 17:30
            17:30 이후?
            ?
            ?입원원무과 수납창구
            응급실 원무과
            ?
        
    



			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=2113&page=3&SearchField=&SearchWord=&rnum=34&orderBy=open_date DESC또는
"
47,"진료비 영수증은 재발행이 되나요 ?","
				
        진료비 영수증은 원칙적으로 재발급이 되지 않습니다. 따라서 발행된 진료비 영수증은 잘 보관하시기 바라며 분실하셨을 경우에는 원무과에서 납입증명서를 무료로 발급하여 드립니다. 납입증명서는 인터넷 상에서도 발급하고 있사오니 많은 이용 있으시기 바랍니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=2482&page=3&SearchField=&SearchWord=&rnum=32&orderBy=open_date DESC또는
"
48,"진료비 자동수납기 이용안내위치이용안내","
				
        세브란스병원 외래에 설치 운영 중인 진료비수납기를 아래와 같이 안내드리오니 많은 이용 바랍니다.
위치

    세브란스병원 외래 3층~6층
    어린이병원 1층¸ 2층 등 층별 진료비자동수납기 설치 
    (원외 약 처방전 발행 겸용)

이용안내

    스마트카드를 대주시거나 진찰권 번호를 누릅니다.
    수납금액을 확인하신 후 수납방법을 선택합니다.
    ( 카드수납(일시불¸할부)또는 현금수납을 선택합니다.)
    신용카드 또는 현금을 넣어주시면 수납이 진행됩니다.
    약처방이 있으면 원외처방전 발행화면으로 자동으로 넘어갑니다.
    원외처방전 2부가 발행됩니다. 수령하신 후 원하시는 약국을 방문 하시어 약을 조제하시기 바랍니다.


			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3486&page=1&SearchField=&SearchWord=&rnum=4&orderBy=open_date DESC또는
"
49,"진료비가 어느 정도인지 알고 입원하고 싶은데요?","
				
        동일한 질병이라 하더라도 환자의 증상·상태¸ 치료경과 등에 따라 진료비가 다르므로 진료비를 정확히 산정하여 알려 드리기는 어렵지만¸ 원무과(Tel : 02-2228-7141~7) 에서는 그 동안의 진료통계를 참고하여 평균적인 진료비는 알려드리고 있습니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3222&page=2&SearchField=&SearchWord=&rnum=17&orderBy=open_date DESC또는
"
50,"진료비납입영수증을 잃어버렸는데 재발급이 되나요? ","
				
        진료비납입영수증은 재발급되지 않습니다만¸ 
연말정산을 위해?필요하시다면 진료비 납입증명서를 발급 받으시면 됩니다. 
진료비 납입증명서는 인터넷에서도 발급이 가능하며¸?병원에 내원하셔서 원무과에 신청하시거나 발급기를?이용하셔도 됩니다. 
?

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=40038&page=1&SearchField=&SearchWord=&rnum=6&orderBy=open_date DESC또는
"
51,"허혈성 심장질환을 가지고 있는 사람도 운동을 하면 좋다고 하는데 어떤 점이 좋은가요?","허혈성 심장질환은 우선¸ 운동부족이 주원인 이라고 할 수 있습니다.초기증상을 나타내는 심장병환자들에게는 탁월한 효과가 있습니다.만약¸ 심장약을 드시고 있다면 약을 복용하신 후 운동을 하는 것이 바람직합니다.심장병을 가지고 있는 사람이 운동을 하게되면 심장의 기능이 개선되어 심장에 필요한 산소 공급을 원활하게 함으로써 정상적인 심장의 기능을 수행하도록 돕습니다.그리고 호흡기능도 더불어 향상되기 때문에 불규칙적인 심장의 활동을 개선하고 심장의 부담을 줄이게 됩니다. 또한 전신운동으로 인한 근력도 향상되며 다른 성인병의 위험요소도 줄어들게 됩니다.전신운동으로는 가벼운 조깅이나 걷기¸ 만보¸ 고적식 자전거 등이 좋습니다.특히 주의할 점은 숨이 많이 차오르거나 현기증이 나타나면 즉시 운동을 중단하고 충분한 휴식을 취하며 부득이할 경우 약을 복용하시는 것이 무엇보다도 중요합니다.그리고 근력운동이나 수영은 위험할 수 있으므로 주의하셔야 합니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5752&page=1&SearchField=&SearchWord=&rnum=6&orderBy=open_date DESC
"
52,"헌혈증을 제출하면 진료비를 감액해 주나요?","
				
        입원기간 중 수혈을 받으신 분은 수혈양의 범위내에서 헌혈증을 제출하실 경우¸ 제출한 헌혈증에 해당하는 금액은환자의 본인부담금에서 공제를 받을 수 있습니다. 보통 퇴원시점에서 일괄 정리하고 있으므로 퇴원 시 원무과 직원에게 문의하시기 바랍니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3234&page=1&SearchField=&SearchWord=&rnum=8&orderBy=open_date DESC또는
"
53,"혈액검사로 모든암이 발견되나요? ","종합검진 항목 중에 혈액검사는 60여종의 검사를 시행하고 있습니다.모든 혈액검사로 암의 유무를 나타내는 것은 아니며 암지표 검사로써 진단에 도움이 됩니다.AFP : 원발성 간암 진단에 도움이 됩니다.CEA : 대장암¸ 췌장암¸ 위암등의 소화기계 암 진단에 도움이 됩니다.CA19-9 : 췌장암¸ 담낭담관암¸ 기타 종양의 진단에 도움이 됩니다.CA125 : 난소암¸ 자궁내막암의 지표가 됩니다.PSA : 전립선암의 지표가 됩니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5378&page=2&SearchField=&SearchWord=&rnum=19&orderBy=open_date DESC
"
54,"혈액검사에서 류마티스 인자가 양성이면 류마티스 관절염일까요? ","혈액검사에서 류마티스 인자가 양성이면 류마티스 관절염일까요?류마티스 관절염은 흉하게 비틀어진 손이나 발 사진을 한 번 쯤은 보거나 적어도 그 이름을 들어봐서 알고 있을 대표적 관절염입니다. 아마도 관절이 아플 때 제일 먼저 생각나는 관절염 이름이 류마티스 관절염이 아닐까 생각됩니다. 아침에 일어나서 손이 뻣뻣하고¸ 관절 마디가 아플 때¸ 혹시 내가 류마티스 관절염이 아닐까 고민하기도 하는데¸ 만일 건강검진 등을 통해 류마티스 인자가 양성이라고 통보받으면 지레 류마티스 관절염으로 자가진단을 하고 걱정하게 됩니다.과연 혈액검사에서 류마티스 인자가 양성으로 나오면 류마티스 관절염일까요? 결론부터 말하자면¸ 아닙니다. 류마티스 인자는 정상인에서도 약 5% 정도에서 양성으로 나올 수 있으므로 류마티스 인자가 나왔다고 해서 류마티스 관절염으로 진단할 수는 없습니다. 나이가 들수록 병이 없이 류마티스 인자 검사만 양성으로 발견될 확률이 높아집니다. 65세 이상의 연령에서는 약 10~20%가 양성으로 나올 수 있다고 합니다. 류마티스 관절염 환자는 전체 인구의 약 1% 정도이므로¸ 류마티스 관절염 환자 숫자보다 류마티스 인자가 양성인 사람이 훨씬 많습니다. 즉¸ 류마티스 인자 양성으로 나온 5명 중 4명은 류마티스 관절염이 아닙니다. 따라서¸ 류마티스 인자 양성이 나왔다고 하더라도 류마티스 관절염의 증세가 뚜렷이 없다면 큰 걱정은 하지 않으셔도 됩니다. 그러나 다음과 같은 증세가 있을 때에는 류마티스 관절염을 의심해 보아야 합니다.아침에 일어났을 때 30분 이상 계속되는 관절이나 관절 주위의 뻣뻣함¸ 3곳 이상의 관절이 붓거나 아프고 열이 날 때¸ 특히 손의 관절이나 손목이 붓고 아플 때¸ 증세가 좌우 대칭적으로 올 때 등¸ 이 같은 증세가 6주이상 지속되면 전문의를 찾아야 합니다.류마티스 관절염외에도 류마티스 인자가 양성으로 나올 수 있는 질환에는 전신성 홍반성 루푸스¸ 쇼그렌 증후군 등이 대표적이며¸ B 세포 항진을 보이는 감염성 질환¸ B 세포 임파종¸ 만성 간질환 등에서도 관찰될 수 있습니다.류마티스 인자는 면역글로불린 IgG의 Fc 부분에 반응하는 자가항체로¸ 임상에서 가장 널리 사용되는 것은 IgM 형태의 류마티스 인자입니다. 류마티스 인자는 류마티스 관절염 환자의 약 75~80%에서 양성을 보이며¸ 나머지 20~25%의 환자에서는 류마티스 인자 음성으로 이들을 혈청음성 류마티스 관절염이라고 부릅니다.글_박용범 의과대학 류마티스내과 교수진료문의_02-2228-5560","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=11239&page=2&SearchField=&SearchWord=&rnum=20&orderBy=open_date DESC?원내순환버스 안내
"
55,"호스피스 간호를 받기 위해 환자의 가정에서 특수한 기구나 집안구조의 개조가 요구됩니까?","
				
        전혀 필요없습니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1424&page=3&SearchField=&SearchWord=&rnum=39&orderBy=http://sev.iseverance.com/customer/faq/hopital_faq/open_date DESC또는
"
56,"호스피스 등록절차는 어떻게 합니까?","
				
        호스피스대상자 기준에 의해 주치의가 호스피스 담당의사와 협의하여 의뢰하며 의로된 환자는 등록 절차에 의해 등록하고 정기적인 방문을 통해 호스피스 돌봄을 제공합니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1423&page=3&SearchField=&SearchWord=&rnum=40&orderBy=open_date DESC또는
"
57,"호스피스에 대해 제가 먼저 제안할까요? 또는 의사가 할 때까지 기다릴까요?","
				
        호스피스는 의료의 대안이며¸ 하나의 간호입니다. 따라서 당신이 도움¸ 간호¸ 지지가 필요하다면 호스피스의 도움을 요청하는데 있어 조금도 주저할 필요가 없습니다. 만약 당신이 의 사와 이야기 하는 것이 불편하다면 호스피스 직원과의 상담이 도움이 될 수 있습니다. 그러므로 비록 의사가 호스피스에 대해 제안하지 않더라도 주저하지말고 먼저 도움을 요청하십시오.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=854&page=3&SearchField=&SearchWord=&rnum=43&orderBy=open_date DESC또는
"
58,"환자가 회복하는 증상을 보이면 호스피스 간호를 종료할 수 있나요?","
				
        환자가 더 이상 호스피스 간호를 요하지 않거나 오히려 다시 치료적 처치가 필요하다면 당연히 호스피스 간호를 종료하게 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1422&page=3&SearchField=&SearchWord=&rnum=41&orderBy=open_date DESC또는
"
